_id,birthDate,birthPlace,career_AST,career_FG%,career_FG3%,career_FT%,career_G,career_PER,career_PTS,career_TRB,career_WS,career_eFG%,college,draft_pick,draft_round,draft_team,draft_year,height,highSchool,name,position,shoots,weight
newbeme01,"June 11, 1967","Toledo, Ohio",1.7,37.2,12.5,56.7,33,11.5,3.6,1.1,0,37.6,University of Minnesota,,,,,06-Apr,"Scott in Toledo, Ohio",Melvin Newbern,Shooting Guard,Right,200lb
smartma01,"March 6, 1994","Flower Mound, Texas",3.9,37.2,31,76.4,341,11.8,9.3,3.5,16.2,45.1,Oklahoma State University,6th overall,1st round,Boston Celtics,2014,06-Apr,"Edward S. Marcus in Flower Mound, Texas",Marcus Smart,Shooting Guard and Point Guard,Right,220lb
garredi02,"November 3, 1988","Milwaukee, Wisconsin",1.7,37.3,35.1,68.2,90,7.3,3.2,1.2,-1,43.5,Iowa State University,,,,,06-Apr,"Vincent in Milwaukee, Wisconsin",Diante Garrett,Point Guard,Right,190lb
laresyo01,"July 18, 1938","New York, New York",1.6,37.3,,80.6,59,9.2,5.1,1.3,0.3,,University of North Carolina,46th overall,6th round,St. Louis Hawks,1960,06-Apr,"Saint Ann's Academy in New York, New York",York Larese,Shooting Guard,Right,183lb
jacksto01,"November 7, 1942","Brooklyn, New York",2,37.5,27.5,85.1,138,17.3,15.9,5.4,10.5,41,St. John's University,24th overall,3rd round,New York Knicks,1961,06-Apr,"Thomas Jefferson in Brooklyn, New York",Tony Jackson,Shooting Guard and Small Forward,Right,200lb
webbje01,"July 6, 1948",,0.6,37.6,,71.1,75,6.6,2.1,0.8,-0.1,,Kansas State University,,,,,06-Apr,,Jeff Webb,Shooting Guard,Right,170lb
greener01,"May 9, 1991","Inglewood, California",0.8,37.7,28.8,85.7,52,9.3,3.1,0.7,0.1,42,Virginia Polytechnic Institute and State University,46th overall,2nd round,Utah Jazz,2013,06-Apr,"Paul VI in Fairfax, Virginia",Erick Green,Point Guard,Right,185lb
brunsri01,"June 14, 1972","Syracuse, New York",2.6,37.8,36.2,69.3,337,10.7,3.2,1.3,3.6,42.6,Temple University,,,,,06-Apr,"Salem in Salem, Massachusetts",Rick Brunson,Point Guard,Left,190lb
thompst01,"December 2, 1968","Los Angeles, California",0.4,37.8,0,37.5,19,11.5,1.6,1,0,37.8,Syracuse University,,,,,06-Apr,"Crenshaw in Los Angeles, California",Stephen Thompson,Shooting Guard,Right,185lb
leege01,"November 23, 1936",,0.9,37.9,,73.4,297,12.1,7.5,4.2,6.6,,University of Michigan,24th overall,4th round,Detroit Pistons,1959,06-Apr,"Highland Park in Highland Park, Michigan",George Lee,Shooting Guard and Small Forward,Right,200lb
swartda01,"December 23, 1934","Owingsville, Kentucky",0.5,38,,84.7,39,12.3,4.5,2.3,1,,Morehead State University,1956 NBA Draft,4th roun,Boston Celtics,,06-Apr,"Owingsville in Owingsville, Kentucky",Dan Swartz,Small Forward,Right,215lb
lambdo01,"November 6, 1991","Queens, New York",0.8,38.1,39.4,70,100,6.3,3.5,1,0.1,45.8,University of Kentucky,42nd overall,2nd round,Milwaukee Bucks,2012,06-Apr,"Oak Hill Academy in Mouth of Wilson, Virginia",Doron Lamb,Shooting Guard,Right,210lb
brittty01,"April 18, 1944",,1.1,38.2,,66.7,11,9.5,2.5,1.4,0,,Johnson C. Smith University,,,,,06-Apr,"Thomas Edison in Philadelphia, Pennsylvania",Tyrone Britt,Shooting Guard,Right,190lb
collija01,"November 5, 1973","Jacksonville, Florida",0.1,38.2,45,57.1,23,15.3,2.6,0.6,0,46.4,Florida State University,36th overall,2nd round,Philadelphia 76ers,1997,06-Apr,"Jackson in Jacksonville, Florida",James Collins,Shooting Guard,Right,196lb
becker01,"December 11, 1931","Philadelphia, Pennsylvania",1.8,38.3,,76.2,371,11.2,6.3,3.2,9,,University of Pennsylvania,,1953 NBA Draft,Philadelphia Warriors,,06-Apr,"West Catholic in Philadelphia, Pennsylvania",Ernie Beck,Shooting Guard,Right,190lb
ramseca01,"July 13, 1937","Selma, Alabama",0.9,38.3,,56.8,13,12.1,7.9,5.6,0.1,,New York University,13th overall,2nd round,St. Louis Hawks,1959,06-Apr,"Commerce in New York, New York",Cal Ramsey,Small Forward,Right,200lb
washidu01,"August 31, 1964","Eschwege, Germany",2.1,38.3,50,80,19,13.4,2.8,1.3,0.4,40.4,Middle Tennessee State University,36th overall,2nd round,Washington Bullets,1987,06-Apr,"Parkview in Little Rock, Arkansas",Duane Washington,Shooting Guard,Right,195lb
farledi01,"April 13, 1932",,1.8,38.4,,70,211,12,6.5,2.5,8.2,,Indiana University,15th overall,2nd round,Syracuse Nationals,1954,06-Apr,"Winslow in Winslow, Indiana",Dick Farley,Shooting Guard,Right,190lb
morrida01,"January 3, 1991","Los Angeles, California",1.4,38.4,32.2,63,132,7.7,3.3,1,-0.3,43.9,University of Michigan,41st overall,2nd round,Los Angeles Lakers,2011,06-Apr,"Windward in Los Angeles, California",Darius Morris,Point Guard,Right,190lb
selleph01,"November 20, 1953","Brooklyn, New York",0.6,38.4,,72.2,44,14,4.5,0.9,0,,Rutgers University,38th overall,3rd round,Detroit Pistons,1976,06-Apr,"Thomas Jefferson in Brooklyn, New York",Phil Sellers,Shooting Guard,Right,195lb
ligonbi01,"May 29, 1952","Nashville, Tennessee",0.7,38.5,,64,38,11.8,3.3,0.7,-0.2,,Vanderbilt University,175th overall,10th round,Detroit Pistons,1974,06-Apr,"Gallatin Union in Nashville, Tennessee",Bill Ligon,Shooting Guard,Right,180lb
kimblbo01,"April 9, 1966","Philadelphia, Pennsylvania",0.9,38.6,29.1,72.8,105,8.1,5.5,1.5,0.1,40.8,"University of Southern California, Loyola Marymount University",8th overall,1st round,Los Angeles Clippers,1990,06-Apr,"Dobbins Technical in Philadelphia, Pennsylvania",Bo Kimble,Shooting Guard,Right,190lb
okogijo01,"September 1, 1998","Lagos, Nigeria",1.2,38.6,27.9,72.8,74,9.4,7.7,2.9,1.2,44.5,Georgia Institute of Technology,20th overall,1st round,Minnesota Timberwolves,2018,06-Apr,"Shiloh HS in Snellville, Georgia",Josh Okogie,Shooting Guard,Right,212lb
palazto01,"August 8, 1932","Union City, New Jersey",0.7,38.6,,73,324,15.2,7.4,3.4,6.5,,College of the Holy Cross,5th overall,1st round,Boston Celtics,1954,06-Apr,"Union Hill in Union City, New Jersey",Togo Palazzi,Small Forward and Shooting Guard,Right,205lb
widbyro01,"March 9, 1945","Knoxville, Tennessee",0.2,38.6,0,57.1,20,11.5,2.9,2.3,0,38.6,University of Tennessee,126th overall,12th round,Chicago Bulls,1967,06-Apr,"Fulton in Knoxville, Tennessee",Ron Widby,Forward,Right,210lb
greenor01,"February 4, 1982","Gainesville, Florida",1.2,38.7,21.2,64.2,131,6.1,2.5,1.5,-0.7,40.4,"University of Florida, University of Louisiana at Lafayette",53rd overall,2nd round,Boston Celtics,2005,06-Apr,"Gainesville in Gainesville, Florida",Orien Greene,Point Guard and Shooting Guard,Right,208lb
kofoeba01,"March 24, 1964","Omaha, Nebraska",1,38.7,18.8,61.4,111,5.7,1.5,0.5,0,39.7,"Hastings College, University of Nebraska at Kearney",107th overall,5th round,Utah Jazz,1987,06-Apr,"Westside in Omaha, Nebraska",Bart Kofoed,Shooting Guard,Right,210lb
baechji01,"December 9, 1927","McKeesport, Pennsylvania",2.1,38.8,,78.3,321,13.1,9.7,3.1,14.8,,Eastern Kentucky University,2nd overall,1st round,Baltimore Bullets,1952,06-Apr,"Moon in Coraopolis, Pennsylvania",Jim Baechtold,Small Forward,Right,205lb
marshto01,"January 6, 1931",,1.1,38.8,,70.9,168,13.4,5.7,2.9,4.1,,Western Kentucky University,7th overall,1st round,Rochester Royals,1954,06-Apr,"Mount Juliet in Mount Juliet, Tennessee",Tom Marshall,Small Forward,Right,215lb
olivebr01,"June 1, 1968","Chicago, Illinois",1,38.8,22.7,70.5,118,8.1,3.3,1,-0.5,39.4,Georgia Institute of Technology,32nd overall,2nd round,Philadelphia 76ers,1990,06-Apr,"Wills in Smyrna, Georgia",Brian Oliver,Shooting Guard,Right,210lb
rubiori01,"October 21, 1990","El Masnou, Spain",7.7,38.8,32.2,83.8,498,15.8,11.1,4.2,32.2,43.3,,5th overall,1st round,Minnesota Timberwolves,2009,06-Apr,,Ricky Rubio,Point Guard,Right,190lb
jacksja01,"October 27, 1967","New Orleans, Louisiana",1.2,39.1,35.3,76.4,431,10.1,5.5,1.8,11.5,46.9,Georgetown University,,,,,06-Apr,"Walter Cohen in New Orleans, Louisiana",Jaren Jackson,Shooting Guard,Right,190lb
meltode01,"May 28, 1998","North Hollywood, California",3.2,39.1,30.5,75,50,9.9,5,2.7,0,44.7,University of Southern California,46th overall,2nd round,Houston Rockets,2018,06-Apr,"Crespi HS in Encino, California",De'Anthony Melton,Point Guard,Right,200lb
dellama01,"September 8, 1990","Maryborough, Australia",3.7,39.2,38.1,83.5,377,10,6,1.9,9.9,48.4,Saint Mary's College of California,,,,,06-Apr,,Matthew Dellavedova,Point Guard and Shooting Guard,Right,200lb
arcenst01,"February 17, 1936",,0.6,39.3,,46.2,7,10.4,7.1,4.6,-0.1,,Iowa State University,,,,,06-Apr,"Taft in New York, New York",Stacey Arceneaux,Forward,Right,210lb
hendeke01,"March 22, 1964","Baltimore, Maryland",1.5,39.3,0,60.7,22,6.4,3,1.1,-0.2,39.3,"California State University, Fullerton",50th overall,3rd round,Cleveland Cavaliers,1986,06-Apr,"Centennial in Compton, California",Kevin Henderson,Shooting Guard and Point Guard,Right,195lb
benbole01,"July 23, 1950","Columbia, South Carolina",1.6,39.4,,75.9,115,10.9,5.5,1.9,1.7,,Jacksonville University,27th overall,2nd round,Chicago Bulls,1974,06-Apr,"Booker T. Washington in Columbia, South Carolina",Leon Benbow,Shooting Guard,Right,185lb
davisem01,"August 27, 1968","Philadelphia, Pennsylvania",1.8,39.4,35.2,78.7,226,9.6,4.9,1.9,2.5,47.1,Delaware State University,,,,,06-Apr,"Kensington in Philadelphia, Pennsylvania",Emanual Davis,Shooting Guard and Point Guard,Right,195lb
harmoje01,"February 6, 1969","Gary, Indiana",1.2,39.6,100,50,10,10.1,4.6,2.3,0,40.6,University of Louisville,,,,,06-Apr,"Lew Wallace in Gary, Indiana",Jerome Harmon,Shooting Guard,Right,190lb
harriar01,"January 13, 1947",,2.7,39.6,,62.6,238,9.4,9.1,2.4,-1.7,,Stanford University,16th overall,2nd round,Seattle SuperSonics,1968,06-Apr,"Jordan in Los Angeles, California",Art Harris,Point Guard and Shooting Guard,Right,185lb
jasiksa01,"March 5, 1976","Kaunas, Lithuania",2.9,39.7,35.5,90.8,138,12.7,6.8,1.6,4.5,48.3,University of Maryland,,,,,06-Apr,"Solanco in Quarryville, Pennsylvania",Sarunas Jasikevicius,Shooting Guard and Point Guard,Right,195lb
tayloan01,"November 30, 1965","Los Angeles, California",2,39.7,0,75,21,11.1,6.9,1.6,0.2,39.7,University of Oregon,44th overall,2nd round,Atlanta Hawks,1988,06-Apr,"Beaverton in Beaverton, Oregon",Anthony Taylor,Point Guard,Right,175lb
maxweve01,"September 12, 1965","Gainesville, Florida",3.4,39.8,32,73.3,855,12.7,12.8,2.6,27.4,46.2,University of Florida,47th overall,2nd round,Denver Nuggets,1988,06-Apr,"Buchholz in Gainesville, Florida",Vernon Maxwell,Point Guard and Shooting Guard,Right,180lb
thomaca01,"October 3, 1969","Dayton, Ohio",0.4,39.8,31.5,64.3,63,10.3,2.9,1,0.6,46.3,Eastern Michigan University,,,,,06-Apr,"Everett in Lansing, Michigan",Carl Thomas,Shooting Guard,Right,175lb
marshke01,"August 19, 1991","Dumfries, Virginia",4.9,39.9,37,61.1,160,10.7,5,1.6,1,48,University of North Carolina,13th overall,1st round,Phoenix Suns,2012,06-Apr,"Bishop O'Connell in Arlington, Virginia",Kendall Marshall,Point Guard,Left,200lb
parkhba01,"May 10, 1951","Philadelphia, Pennsylvania",2.2,39.9,11.4,76.9,173,6.2,5.6,1.3,-2.9,40.1,University of Virginia,15th overall,1st round,Portland Trail Blazers,1973,06-Apr,"State College in State College, Pennsylvania",Barry Parkhill,Shooting Guard,Right,185lb
bobbito01,"October 22, 1979","Daytona, Florida",0,40,50,,2,11.7,2.5,1.5,0,50,University of Cincinnati,,,,,06-Apr,"Mainland in Daytona Beach, Florida",Tony Bobbitt,Shooting Guard,Right,190lb
bolstdo01,"October 29, 1931",,0,40,,,3,2.2,1.3,0,0,,University of Minnesota,57th overall,8th round,Detroit Pistons,1957,06-Apr,"Grand Rapids in Grand Rapids, Minnesota",Doug Bolstorff,Guard,Right,195lb
kiddja01,"March 23, 1973","San Francisco, California",8.7,40,34.9,78.5,1391,17.9,12.6,6.3,138.6,46.4,University of California,2nd overall,1st round,Dallas Mavericks,1994,06-Apr,"Saint Joseph of Notre Dame in Alameda, California",Jason Kidd,Shooting Guard and Point Guard,Right,205lb
simsal01,"October 18, 1974","Paris, Kentucky",1.3,40,100,40,4,10.9,2.8,1,-0.1,45,University of Louisville,,,,,06-Apr,"Paris in Paris, Kentucky",Alvin Sims,Shooting Guard,Right,235lb
walleja01,"November 20, 1964","South Boston, Virginia",0.3,40,0,55.6,9,7.1,4.7,1.4,-0.2,40,Virginia Union University,48th overall,3rd round,New Jersey Nets,1987,06-Apr,"Halifax County in South Boston, Virginia",Jamie Waller,Shooting Guard,Right,215lb
westro01,"June 6, 1944",,0,40,,,4,6.8,1,1.3,0,,University of Cincinnati,73rd overall,8th round,Baltimore Bullets,1966,06-Apr,"Withrow in Cincinnati, Ohio",Roland West,Guard,Right,178lb
foyera01,"September 24, 1983","Newark, New Jersey",2.8,40.1,36.6,85.2,752,12,10.3,2.2,23.5,48.2,Villanova University,7th overall,1st round,Boston Celtics,2006,06-Apr,"East Side in Newark, New Jersey",Randy Foye,Point Guard and Shooting Guard,Right,213lb
jacksje01,"June 7, 1976","Detroit, Michigan",1.4,40.1,15.8,71.1,135,8.8,1.9,1.1,1,40.8,University of Detroit Mercy,,,,,06-Apr,"Finney in Detroit, Michigan",Jermaine Jackson,Point Guard and Shooting Guard,Right,204lb
danietr01,"July 15, 1991","Roanoke, Virginia",0.6,40.2,40,81.6,292,10.6,7,1.3,4.5,54.9,Virginia Commonwealth University,,,,,06-Apr,"William Fleming in Roanoke, Virginia",Troy Daniels,Shooting Guard,Right,205lb
elstoda01,"August 15, 1952","Tipton, Indiana",2.6,40.2,16.7,75.2,77,8.7,7.8,2.2,-0.3,40.4,University of North Carolina,43rd overall,3rd round,Atlanta Hawks,1974,06-Apr,"Tipton in Tipton, Indiana",Darrell Elston,Shooting Guard,Right,190lb
washier01,"March 23, 1974","Pearl, Mississippi",1,40.2,34.6,75.7,104,9.5,6.9,2.1,0.1,46.1,University of Alabama,46th overall,2nd round,Orlando Magic,1997,06-Apr,"Pearl in Pearl, Mississippi",Eric Washington,Shooting Guard,Right,190lb
barrmo01,"June 19, 1944",,0.9,40.3,,84.6,31,11.9,2,0.6,0.1,,Duquesne University,,,,,06-Apr,"Penn Hills in Penn Hills, Pennsylvania",Moe Barr,Guard,Right,195lb
bockhbu01,"July 8, 1933","Campbell Hill, Illinois",3.5,40.3,,74.8,474,10.4,11.5,4.7,7.9,,University of Dayton,17th overall,3rd round,Cincinnati Royals,1958,06-Apr,"Trico Consolidated in Campbell Hill, Illinois",Bucky Bockhorn,Shooting Guard,Right,200lb
divindo01,"January 31, 1997","Newark, Delaware",1.1,40.3,26.5,75,27,9.1,4.9,2.4,0.6,49.2,Villanova University,17th overall,1st round,Milwaukee Bucks,2018,06-Apr,"Salesianum School in Wilmington, Delaware",Donte DiVincenzo,Shooting Guard,Right,203lb
mooretr01,"December 28, 1965","Oklahoma City, Oklahoma",1,40.4,34.4,83.8,119,12.7,7,1.5,1.8,45.6,University of Tulsa,,,,,06-Apr,"John Marshall in Oklahoma City, Oklahoma",Tracy Moore,Shooting Guard and Small Forward,Right,200lb
blakean01,"October 4, 1996","Watertown, New York",0.8,40.6,35.7,69.6,76,10.5,7.5,1.8,-0.6,45.4,Louisiana State University,,,,,06-Apr,"Oak Ridge in Orlando, Florida",Antonio Blakeney,Shooting Guard,Right,192lb
livinra01,"April 2, 1975","New Orleans, Louisiana",2,40.6,35.1,77.1,203,10,3.8,1.4,2.3,42.9,Louisiana State University,42nd overall,2nd round,Houston Rockets,1996,06-Apr,"Isidore Newman School in New Orleans, Louisiana",Randy Livingston,Point Guard,Right,209lb
clarkca01,"August 10, 1960","Somerville, Tennessee",0.7,40.7,0,80.3,93,9.5,2.4,0.9,0.6,40.7,University of Mississippi,91st overall,4th round,Boston Celtics,1983,06-Apr,"Fayette-Ware in Somerville, Tennessee",Carlos Clark,Shooting Guard,Right,210lb
grahagr01,"November 26, 1970","Indianapolis, Indiana",1,40.7,29,77.5,207,10.6,4.5,1.1,1.3,43.7,Indiana University,17th overall,1st round,Charlotte Hornets,1993,06-Apr,"Warren Central in Indianapolis, Indiana",Greg Graham,Shooting Guard,Right,174lb
hillar01,"March 31, 1953","Brooklyn, New York",4.7,40.8,7.7,82.9,468,10.2,6.9,2,11.3,40.8,Princeton University,9th overall,1st round,Atlanta Hawks,1976,06-Apr,"Bishop Ford in Brooklyn, New York",Armond Hill,Point Guard,Right,190lb
davisra01,"September 7, 1938","Vanceburg, Kentucky",2.8,40.9,,67.7,150,9.3,8,1.7,0.4,,University of Cincinnati,17th overall,3rd round,Cincinnati Royals,1960,06-Apr,"Lewis County in Vanceburg, Kentucky",Ralph Davis,Shooting Guard,Right,180lb
smithch04,"August 22, 1975","Fort Worth, Texas",0.9,40.9,28.8,60.6,142,11.5,5.1,1.4,1.5,45.9,University of New Mexico,26th overall,1st round,Miami Heat,1997,06-Apr,"Dunbar in Fort Worth, Texas",Charles Smith,Shooting Guard,Right,194lb
thompbr01,"July 19, 1970","Dallas, Texas",1.7,40.9,37.6,64.7,168,13.4,4.5,0.9,2,51.9,"Texas A&M University, Oklahoma State University",27th overall,1st round,Orlando Magic,1994,06-Apr,"Littleton in Littleton, Colorado",Brooks Thompson,Point Guard,Left,193lb
johnscl02,"July 18, 1956","Yazoo City, Mississippi",0.6,41,33.3,72.4,80,9.1,2.8,1.2,0.7,41.2,University of Missouri,110th overall,5th round,Portland Trail Blazers,1978,06-Apr,"Manual in Kansas City, Missouri",Clay Johnson,Shooting Guard,Right,175lb
ollieke01,"December 27, 1972","Dallas, Texas",2.3,41,31,79.2,662,10.9,3.8,1.5,14.5,41.2,University of Connecticut,,,,,06-Apr,"Crenshaw in Los Angeles, California",Kevin Ollie,Shooting Guard and Point Guard,Right,195lb
cannola01,"April 12, 1947","Philadelphia, Pennsylvania",3.6,41.1,25.7,76,213,14.8,16.6,2.9,7.1,41.5,La Salle University,5th overall,1st round,Chicago Bulls,1969,06-Apr,"Lincoln in Philadelphia, Pennsylvania",Larry Cannon,Shooting Guard,Right,195lb
crawfjo02,"October 23, 1988","Detroit, Michigan",3.1,41.1,31.7,82.6,281,14.1,12.2,2.5,6.3,46.4,"Indiana University, Xavier University",27th overall,1st round,New Jersey Nets,2010,06-Apr,"Communication & Media Arts in Chatham, Virginia",Jordan Crawford,Shooting Guard and Point Guard,Right,195lb
hinriki01,"January 2, 1981","Sioux City, Iowa",4.8,41.1,37.5,80,879,12.8,10.9,2.9,52.5,48,University of Kansas,7th overall,1st round,Chicago Bulls,2003,06-Apr,"Sioux City West in Sioux City, Iowa",Kirk Hinrich,Point Guard and Shooting Guard,Right,190lb
jonesfr01,"March 11, 1979","Malvern, Arkansas",2.3,41.1,35.3,80.9,430,11.3,7.5,2.2,16.5,47.6,University of Oregon,14th overall,1st round,Indiana Pacers,2002,06-Apr,"Barlow in Gresham, Oregon",Fred Jones,Small Forward and Shooting Guard,Right,210lb
whiteis01,"March 8, 1995","Brooklyn, New York",2.4,41.1,30.5,78.8,89,7.9,7.2,2.4,-0.9,45.4,Seton Hall University,42nd overall,2nd round,Utah Jazz,2016,06-Apr,"Abraham Lincoln in Brooklyn, New York",Isaiah Whitehead,Point Guard,Right,213lb
brownja01,"December 18, 1992","Oakland, California",2.1,41.2,37.1,75.3,19,11,11.9,1.9,0.4,47.9,"University of Oregon, University of Missouri",,,,,06-Apr,"Oakland High School in Oakland, California",Jabari Brown,Shooting Guard,Right,215lb
grantje02,"October 9, 1992","Silver Spring, Maryland",2.9,41.2,32.4,77.1,273,12.6,6.1,1.9,8.3,47.3,University of Notre Dame,19th overall,1st round,Washington Wizards,2015,06-Apr,"DeMatha in Hyattsville, Maryland",Jerian Grant,Point Guard,Right,205lb
hansegl01,"April 21, 1952","Devils Lake, North Dakota",0.8,41.2,,72.5,112,11.7,5.3,2.2,1,,Louisiana State University,31st overall,2nd round,Kansas City Kings,1975,06-Apr,,Glenn Hansen,Shooting Guard,Right,205lb
smithzh01,"June 4, 1999","Garland, Texas",1.7,41.2,37.5,75,6,9.5,6.7,2.2,0.1,50,Texas Tech University,16th overall,1st round,Phoenix Suns,2018,06-Apr,"Lakeview Centennial HS in Garland, Texas",Zhaire Smith,Shooting Guard,Right,199lb
tayloje01,"January 1, 1960","Blytheville, Arkansas",2,41.2,0,69.6,56,8.1,3.2,1.5,-0.1,41.2,Texas Tech University,42nd overall,2nd round,Houston Rockets,1982,06-Apr,"Hobbs in Hobbs, New Mexico",Jeff Taylor,Shooting Guard,Right,175lb
waitedi01,"December 10, 1991","Philadelphia, Pennsylvania",2.8,41.2,34.7,69.2,409,12,13.2,2.7,8.7,46.8,Syracuse University,4th overall,1st round,Cleveland Cavaliers,2012,06-Apr,"Burlington Life Center Academy in Burlington, New Jersey",Dion Waiters,Shooting Guard,Right,215lb
wileymo01,"September 24, 1966","New Orleans, Louisiana",2.4,41.2,35.4,70.7,295,10.6,3.7,1.2,2.7,47.5,"California State University, Long Beach",46th overall,2nd round,Dallas Mavericks,1988,06-Apr,"Long Beach Polytechnic in Long Beach, California",Morlon Wiley,Point Guard,Right,185lb
gaydaed01,"May 11, 1927",,0.9,41.3,,75,15,,3.7,2.6,0.6,,Washington State University,1950 NBA Draft,2nd roun,Tri-Cities Blackhawks,,06-Apr,"Hoquiam in Hoquiam, Washington",Ed Gayda,Guard/Forward,Right,210lb
kilpase01,"January 6, 1990","Yonkers, New York",1.5,41.3,33.5,86.2,157,13.2,10.3,2.7,2.6,48.7,University of Cincinnati,,,,,06-Apr,"Notre Dame Prep in Fitchburg, Massachusetts",Sean Kilpatrick,Shooting Guard,Right,210lb
fultzma01,"May 29, 1998","Upper Marlboro, Maryland",3.4,41.4,26.7,53.4,33,11.2,7.7,3.4,0.5,42.1,University of Washington,1st overall,1st round,Philadelphia 76ers,2017,06-Apr,"DeMatha Catholic in Hyattsville, Maryland",Markelle Fultz,Shooting Guard,Right,200lb
mcgruro01,"July 29, 1991","Landover, Maryland",1.6,41.4,34.8,66.2,162,9.4,6.7,3.2,5.6,49.8,Kansas State University,,,,,06-Apr,"Arlington Country Day in Jacksonville, Florida",Rodney McGruder,Shooting Guard,Right,200lb
murraro01,"July 29, 1979","Philadelphia, Pennsylvania",2.3,41.4,30.4,72.5,487,12.7,9.9,2.1,8.5,45.2,"Meridian Community College, Shaw University",42nd overall,2nd round,Milwaukee Bucks,2002,06-Apr,"Strawberry Mansion in Philadelphia, Pennsylvania",Ronald Murray,Shooting Guard and Point Guard,Right,190lb
rileypa01,"March 20, 1945","Rome, New York",1.7,41.4,,70.5,528,11.3,7.4,1.6,4.5,,University of Kentucky,7th overall,1st round,San Diego Rockets,1967,06-Apr,"Linton in Schenectady, New York",Pat Riley,Shooting Guard and Small Forward,Right,205lb
